ああす 亜明日
かつろう 勝郎
かつろう 捷朗
かつわか 勝若
かてん 夏天
かどひと 圭人
かどひろ 圭浩
かどふみ 圭史
かどま 門真
かなう 叶
かなえ 鼎
かなた 叶太
かなた 哉太
かなた 奏多
かなた 奏太
かなた 奏汰
かなた 奏大
かなた 彼方
かなた 彷徨
かなつぐ 教次
かなと 海夏人
かなと 哉音
かなと 奏人
かなと 要人
かなと 龍斗
かなとし 要年
かなはる 華奈東
かなめ 要
かなめ 要人
かなや 要也
かなる 加也
かなる 夏南留
かなる 賀玲
かねあき 兼昭
かねあき 兼明
かねあき 謙彰
かねあき 謙昭
かねお 金男
かねお 金雄
かねお 兼生
かねお 兼男
かねお 甲子男
かねお 周大
かねお 周男
かねお 周夫
かねお 周郎
かねお 鉦夫
かねお 鉦雄
かねお 鐘男
かねおみ 兼臣
かねき 鐘樹
かねきち 兼吉
かねさだ 兼定
かねし 金司
かねし 金志
かねしげ 兼茂
かねしげ 周繁
かねすけ 兼資
かねすけ 兼輔
かねたか 兼貴
かねたか 兼孝
かねたか 兼昂
かねたか 兼高
かねたか 光隆
かねたか 周孝
かねたか 周高
かねただ 金忠
かねちか 兼慶
かねつぐ 金次
かねつぐ 兼継
かねつぐ 兼嗣
かねと 兼人
かねと 要人
かねとし 兼敏
かねとし 兼稔
かねとし 兼利
かねとし 謙俊
かねとし 周敏
かねとも 兼智
かねなり 金成
かねのぶ 兼伸
かねのぶ 兼宣
かねのぶ 周允
かねのぶ 包信
かねのり 兼紀
かねのり 謙徳
かねのり 鐘典
かねはる 兼治
かねはる 兼春
かねはる 周玄
かねひこ 錦彦
かねひこ 兼彦
かねひさ 金久
かねひさ 兼久
かねひさ 兼寿
かねひさ 周久
かねひで 錦秀
かねひで 謙秀
かねひと 金士
かねひと 兼人
かねひと 兼仁
かねひと 謙人
かねひら 兼平
かねひろ 金宏
かねひろ 金浩
かねひろ 兼広
かねひろ 兼弘
かねひろ 兼明
かねひろ 兼裕
かねひろ 謙弘
かねひろ 周宏
かねひろ 周広
かねひろ 鐘浩
かねふさ 金英
かねふさ 包房
かねまさ 兼雅
かねまさ 兼昌
かねまさ 兼正
かねまる 兼丸
かねみ 銀実
かねみち 兼径
かねみち 兼途
かねみつ 金光
かねみつ 兼光
かねみつ 兼充
かねみつ 謙光
かねもと 金基
かねもり 兼盛
かねもり 鐘守
かねやす 兼泰
かねやす 兼保
かねゆき 金幸
かねゆき 兼幸
かねゆき 兼行
かねゆき 兼之
かねゆき 謙之
かねゆき 周行
かねゆき 鐘幸
かねゆき 鉄之
かねゆき 務征
かねよし 金嘉
かねよし 銀能
かねよし 兼義
かねよし 兼芳
かねよし 兼良
かねよし 周新
かねよし 周良
かねよし 鐘義
かのう 協
かのり 可典
かはな 佳花
かはな 香英
かはる 嘉春
かはる 香春
かぶと 加太
かぶと 彼武人
かへい 嘉平
かへい 珂平
かむい 加夢意
かめお 亀男
かめじろう 亀二郎
かめたろう 亀太郎
かやお 伽矢男
かやお 茅男
かやお 茅野夫
かやき 茅矢樹
かやと 夏野登
かやと 香人
かやと 彼野人
かよじ 佳代治
かりた 刈太
かりゅう 夏竜
かると 彼留斗
かるど 夏留土
かるほ 軽保
かれむ 佳礼夢
がろ 我路
かわじ 河路
かをる 郁
かをる 馨
かん 勘
かん 完
かん 寛
かん 幹
かん 換
かん 敢
かん 桓
かん 歓
かん 漢
かん 環
かん 緩
かん 艦
かん 莞
かん 貫
かん 鑑
がん 雁
かんいち 冠一
かんいち 勘一
かんいち 完一
かんいち 寛一
かんいち 幹一
かんいち 敢一
かんいち 敢市
かんいち 歓一
かんいち 艦一
かんいち 貫一
かんいちろう 勘一郎
かんいちろう 寛一郎
かんいちろう 幹一郎
かんいちろう 貫一郎
かんいる 廣一
かんきち 貫吉
かんくろう 幹九郎
かんご 勘吾
かんご 完吾
かんご 完梧
かんご 完剛
かんご 寛伍
かんご 寛吾
かんご 寛悟
かんご 寛梧
かんご 莞吾
かんご 貫吾
かんご 貫梧
かんご 貫護
かんさい 寛斎
かんざぶろう 勘三郎
かんざん 観山
かんし 寛司
かんじ 乾治
かんじ 勘司
かんじ 勘治
かんじ 勘二
かんじ 勘弐
かんじ 勧司
かんじ 勧持
かんじ 完司
かんじ 完史
かんじ 完士
かんじ 完志
かんじ 完至
かんじ 完侍
かんじ 完次
かんじ 完治
かんじ 完爾
かんじ 完二
かんじ 寛司
かんじ 寛史
かんじ 寛志
かんじ 寛次
かんじ 寛治
かんじ 寛示
かんじ 寛仁
かんじ 寛二
かんじ 寛之
かんじ 幹司
かんじ 幹史
かんじ 幹嗣
かんじ 幹士
かんじ 幹志
かんじ 幹児
かんじ 幹滋
かんじ 幹治
かんじ 幹爾
かんじ 幹二
かんじ 幹冶
かんじ 敢史
かんじ 敢士
かんじ 敢児
かんじ 敢二
かんじ 敢之
かんじ 歓司
かんじ 歓士
かんじ 歓人
かんじ 環志
かんじ 莞爾
かんじ 莞二
かんじ 貫司
かんじ 貫志
かんじ 貫治
かんじ 貫爾
かんじ 貫示
かんじ 貫二
かんじ 貫之
かんじ 怜士
かんじ 皖司
がんじ 巌爾
がんじ 巌示
がんじ 玩次
がんじ 元史
がんじ 元治
かんじゅうろう 冠充郎
かんじゅうろう 寛十郎
かんしゅん 貫俊
かんじゅん 剛俊
かんしろう 貫志朗
かんしろう 貫志郎
かんじろう 勘治郎
かんじろう 勘二郎
かんじろう 完治郎
かんじろう 完二郎
かんじろう 寛次郎
かんじろう 観二郎
かんじろう 貫次郎
かんすけ 勘介
かんすけ 勘助
かんすけ 勘輔
かんすけ 完介
かんすけ 完輔
かんすけ 寛介
かんすけ 幹右
かんすけ 敢右
かんすけ 敢介
かんすけ 観介
かんすけ 貫介
かんすけ 貫佑
かんぞう 寛三
かんぞう 幹三
かんぞう 幹造
かんぞう 鑑三
かんた 勘太
かんた 勧太
かんた 寛太
かんた 寛大
かんた 幹太
かんた 敢太
かんた 歓太
かんた 漢太
かんた 肝太
かんた 莞太
かんた 観大
かんた 貫太
がんた 巌太
がんた 元太
かんだい 寛大
かんたろう 勘太朗
かんたろう 勘太郎
かんたろう 完太郎
かんたろう 寛太朗
かんたろう 寛太郎
かんたろう 寛大郎
かんたろう 幹太郎
かんたろう 敢太郎
かんたろう 柑太郎
かんたろう 漢太郎
かんたろう 莞太郎
かんたろう 貫太朗
かんたろう 貫太郎
かんたろう 貫大郎
かんてつ 貫哲
かんと 冠人
かんと 勘人
かんと 完人
かんと 寛人
かんと 幹人
かんと 敢人
かんと 歓土
かんと 貫人
かんと 貫登
かんと 閑人
かんと 甲人
かんび 莞美
かんぺい 勘平
かんぺい 寛平
かんぺい 貫平
かんや 乾也
かんや 侃也
かんや 勘也
かんや 完哉
かんや 完也
かんや 寛也
かんや 幹也
かんや 幹弥
かんや 敢也
かんや 莞也
かんや 貫也
きいち 葵一
きいち 嘉一
きいち 喜一
きいち 喜市
きいち 基一
きいち 基市
きいち 希一
きいち 机一
きいち 期一
きいち 毅一
きいち 季意知
きいち 紀一
きいち 規一
きいち 記一
きいち 貴一
きいち 貴市
きいち 起一
きいち 起市
きいち 輝一
きいち 樹一
きいち 鮮一
きいち 其一
きいち 陽平
きいち 暉一
ぎいち 儀一
ぎいち 義一
きいちろう 葵一郎
きいちろう 喜一朗
きいちろう 喜一郎
きいちろう 喜市郎
きいちろう 基一郎
きいちろう 希一朗
きいちろう 希一郎
きいちろう 幾一朗
きいちろう 幾一郎
きいちろう 毅一朗
きいちろう 毅一郎
きいちろう 紀一朗
きいちろう 紀一郎
きいちろう 規一郎
きいちろう 貴一朗
きいちろう 貴一郎
きいちろう 貴市朗
きいちろう 起一郎
きいちろう 軌一郎
きいちろう 輝一郎
きいちろう 宜一郎
きいちろう 樹一郎
ぎいちろう 儀一郎
ぎいちろう 義一郎
きいつ 季逸
きお 樹夫
きおい 祈生
きおい 紀生
きおい 亀生
きおい 木生
きおう 希欧
きおう 紀央
きおう 貴央
きおう 貴王
きおと 貴音
きくいちろう 喜久一郎
きくお 喜久生
きくお 喜久男
きくお 喜久夫
きくお 喜久雄
きくお 喜作生
きくお 希久央
きくお 希久夫
きくお 紀久生
きくお 紀久男
きくお 紀久夫
きくお 紀久雄
きくお 規矩雄
きくお 記久男
きくお 貴久男
きくお 貴久夫
きくお 貴久雄
きくお 亀久夫
きくお 菊生
きくお 菊男
きくお 菊夫
きくお 菊雄
きくお 菊朗
きくお 菊郎
きくお 樹久生
きくおみ 菊臣
きくごろう 菊五郎
きくじ 喜久治
きくじ 幾久次
きくじ 規久治
きくじ 菊嗣
きくじ 菊治
きくしろう 菊紫朗
きくじろう 菊次郎
きくじろう 菊二郎
きくぞう 喜久三
きくと 菊人
きくとし 輝久利
きくのすけ 喜久之介
きくのり 紀久典
きくのり 菊則
きくはる 喜久治
きくはる 喜久晴
きくはる 貴久治
きくはる 菊春
きくひさ 菊久
きくひろ 菊博
きくへい 喜久平
きくまる 菊丸
きくまろ 喜久麿
きくや 喜久哉
きくや 輝空也
きくろう 喜久郎
きくろう 菊郎
きざえもん 喜左衛門
きさく 木作
きさじ 喜佐路
きざし 兆
きざし 萌
きさぶろう 喜三郎
きしお 喜志男
きしお 喜志雄
きしお 貴志夫
きしお 貴志雄
きしおみ 喜至臣
きしかず 貴志和
きしや 岸也
きしゅう 喜秀
きしゅう 希舟
きしゅう 規修
きじゅう 喜重
きしょう 喜昭
きしょう 希昌
きしょう 希翔
きしょう 毅正
きしょう 紀祥
きしょう 紀章
きしょう 貴勝
きしょう 貴松
きしょう 貴祥
きしょう 起匠
きしょう 輝匠
きしょう 輝昇
ぎしょう 義昌
きしろう 喜四郎
きしろう 喜志郎
きしろう 貴士郎
きしろう 貴志郎
きしろう 輝志郎
きしろう 騎士郎
きしん 希晋
きしん 紀信
きしん 貴信
きしん 貴真
きしん 輝心
きしん 吉心
ぎじん 義人
きすお 紀壽夫
きすけ 輝介
きすけ 諒介
ぎすけ 義介
きせい 起盛
きせい 輝生
きせひこ 紀世彦
きぞう 喜三
ぎぞう 義三
きたえ 鍛
きたる 来
きたろう 喜多朗
きたろう 喜太郎
きたろう 希太郎
きたろう 幾多郎
きたろう 紀太郎
ぎたん 義丹
きちお 吉男
きちお 吉雄
きちごろう 吉五郎
きちさぶろう 吉三郎
きちじ 吉司
きちじ 吉次
きちすけ 吉助
きちぞう 吉蔵
きちたろう 吉太郎
きちと 吉人
きちのすけ 吉之介
きちのすけ 吉之助
きちます 吉益
きちや 記知也
きちろう 喜一郎
きちろう 吉朗
きちろう 吉郎
きつぐ 樹承
きっぺい 輝平
きっぺい 吉平
ぎどう 義童
きぬあき 絹明
きねひこ 甲子彦
きのすけ 喜之助
きはち 喜八
きはちろう 喜八郎
きはちろう 貴八郎
きひろ 希宏
きひろ 季弘
きふみ 喜文
きふみ 希文
きふみ 紀史
きふみ 樹文
きぶん 毅文
きへい 喜兵
きへい 喜兵衞
きへい 喜平
きへい 紀平
きへい 輝平
きへい 樹平
きへいじ 喜平治
きみあき 貴美昭
きみあき 君晃
きみあき 君明
きみあき 侯明
きみあき 公映
きみあき 公暁
きみあき 公顕
きみあき 公晃
きみあき 公秋
きみあき 公彰
きみあき 公昭
きみあき 公晶
きみあき 公章
きみあき 公彬
きみあき 公明
きみあき 公亮
きみあき 公朗
きみあき 主明
きみあき 仁暁
きみあつ 公厚
きみあつ 公篤
きみいち 公一
きみお 王夫
きみお 喜三男
きみお 喜三夫
きみお 喜三雄
きみお 喜美男
きみお 喜美夫
きみお 喜美雄
きみお 喜美郎
きみお 基美男
きみお 基美夫
きみお 基美雄
きみお 基巳雄
きみお 希美夫
きみお 希美雄
きみお 紀三男
きみお 紀美男
きみお 紀美夫
きみお 紀美雄
きみお 紀巳男
きみお 規実男
きみお 規明夫
きみお 貴美男
きみお 貴美夫
きみお 貴美雄
きみお 君男
きみお 君夫
きみお 君雄
きみお 公央
きみお 公応
きみお 公生
きみお 公大
きみお 公男
きみお 公美雄
きみお 公夫
きみお 公巳夫
きみお 公雄
きみお 公良
きみお 公朗
きみお 公郎
きみお 樹実雄
きみお 樹美郎
きみお 仁男
きみお 仁夫
きみお 仁勇
きみお 仁雄
きみかげ 公景
きみかず 君和
きみかず 公一
きみかず 公和
きみかず 仁一
きみかず 仁和
きみかつ 喜実勝
きみかつ 公克
きみかづ 公一
きみくに 公国
きみじ 公寿
きみしげ 公成
きみしげ 公繁
きみたか 王崇
きみたか 王隆
きみたか 公威
きみたか 公毅
きみたか 公貴
きみたか 公敬
きみたか 公孝
きみたか 公考
きみたか 公高
きみたか 公崇
きみたか 公尊
きみたか 公飛
きみたか 公隆
きみたか 仁敬
きみたか 仁孝
きみたか 仁隆
きみたか 帝孝
きみたか 竜堂
きみたけ 公威
きみたけ 公健
きみたけ 公丈
きみただ 王直
きみちか 公近
きみちか 公親
きみちよ 君千代
きみつぐ 公胤
きみつぐ 公乙
きみつぐ 公継
きみつぐ 公嗣
きみてる 君輝
きみてる 公輝
きみてる 仁光
きみてる 仁照
きみと 王徳
きみと 公人
きみと 公登
きみとし 君俊
きみとし 公紀
きみとし 公寿
きみとし 公俊
きみとし 公敏
きみとし 公稔
きみとし 公利
きみとし 公壽
きみとし 仁哉
きみとし 仁俊
きみとし 林福
きみとみ 公臣
きみとも 王丈
きみとも 公知
きみとも 公友
きみな 公菜
きみなお 公直
きみなが 公詠
きみなり 王成
きみなり 公就
きみなり 公成
きみなり 公也
きみなり 仁成
きみのすけ 公之輔
きみのぶ 公延
きみのぶ 公伸
きみのぶ 公信
きみのぶ 公宣
きみのぶ 公亘
きみのり 匡徳
きみのり 君憲
きみのり 君典
きみのり 公雅
きみのり 公紀
きみのり 公規
きみのり 公教
きみのり 公芸
きみのり 公憲
きみのり 公順
きみのり 公宣
きみのり 公則
きみのり 公典
きみのり 公徳
きみのり 公伯
きみのり 公範
きみのり 公文
きみのり 公法
きみのり 公律
きみのり 后律
きみのり 皇紀
きみのり 仁紀
きみのり 仁教
きみはる 君治
きみはる 君春
きみはる 公治
きみはる 公春
きみはる 公晴
きみはる 公冶
きみはる 仁治
きみはる 仁晴
きみはる 仁陽
きみひこ 王彦
きみひこ 喜美彦
きみひこ 喜巳彦
きみひこ 貴美彦
きみひこ 君彦
きみひこ 侯彦
きみひこ 公比古
